date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:40:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:23%20GMT	https://coinstarmining.online/core/	C:/My%20Web%20Sites/coin/coinstarmining.online/core/index.html	(from https://coinstarmining.online/js/jquery-modal-video.min.js)
05:40:50	13296/13296	---M--	200	added ('OK')	image/png	etag:%226156fc1e-33f0%22	https://coinstarmining.online/images/blockchain.png	C:/My%20Web%20Sites/coin/coinstarmining.online/images/blockchain.png	(from https://coinstarmining.online/get-started.html)
05:40:50	11075/11075	---M--	200	added ('OK')	image/png	etag:%226156fc1e-2b43%22	https://coinstarmining.online/images/coinbase.png	C:/My%20Web%20Sites/coin/coinstarmining.online/images/coinbase.png	(from https://coinstarmining.online/get-started.html)
05:40:51	4439/4439	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc1f-1157%22	https://coinstarmining.online/js/regvalidation.js	C:/My%20Web%20Sites/coin/coinstarmining.online/js/regvalidation.js	(from https://coinstarmining.online/fpass.html)
05:40:51	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:26%20GMT	https://coinstarmining.online/GET	C:/My%20Web%20Sites/coin/coinstarmining.online/GET	(from https://coinstarmining.online/js/particle.js)
05:40:51	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:26%20GMT	https://coinstarmining.online/Error%20pJS%20-%20No%20image.src	C:/My%20Web%20Sites/coin/coinstarmining.online/Error%20pJS%20-%20No%20image.src	(from https://coinstarmining.online/js/particle.js)
05:40:52	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:27%20GMT	https://coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://coinstarmining.online/temp/lib/font-awesome/css/font-awesome.min.css)
05:40:52	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:27%20GMT	https://coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://coinstarmining.online/temp/lib/font-awesome/css/font-awesome.min.css)
05:40:52	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:27%20GMT	https://coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://coinstarmining.online/temp/lib/font-awesome/css/font-awesome.min.css)
05:40:53	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:28%20GMT	https://coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://coinstarmining.online/temp/lib/font-awesome/css/font-awesome.min.css)
05:40:54	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:28%20GMT	https://coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://coinstarmining.online/temp/lib/font-awesome/css/font-awesome.min.css)
05:40:55	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:29%20GMT	https://coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://coinstarmining.online/temp/lib/font-awesome/css/font-awesome.min.css)
05:40:55	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:30%20GMT	https://coinstarmining.online/temp/lib/ionicons/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/ionicons/fonts/ionicons28b5.eot	(from https://coinstarmining.online/temp/lib/ionicons/css/ionicons.min.css)
05:40:55	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:30%20GMT	https://coinstarmining.online/temp/lib/ionicons/fonts/ionicons.ttf?v=2.0.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/ionicons/fonts/ionicons28b5.ttf	(from https://coinstarmining.online/temp/lib/ionicons/css/ionicons.min.css)
05:40:56	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:30%20GMT	https://coinstarmining.online/temp/lib/ionicons/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/ionicons/fonts/ionicons28b5.woff	(from https://coinstarmining.online/temp/lib/ionicons/css/ionicons.min.css)
05:40:56	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:31%20GMT	https://coinstarmining.online/temp/lib/ionicons/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/ionicons/fonts/ionicons28b5.svg	(from https://coinstarmining.online/temp/lib/ionicons/css/ionicons.min.css)
05:40:56	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:31%20GMT	https://coinstarmining.online/temp/lib/owl.carousel/assets/owl.video.play.png	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/owl.carousel/assets/owl.video.play.png	(from https://coinstarmining.online/temp/lib/owl.carousel/assets/owl.carousel.min.css)
05:40:57	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:31%20GMT	https://coinstarmining.online/temp/lib/icofont/fonts/icofont.woff2	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/icofont/fonts/icofont.woff2	(from https://coinstarmining.online/temp/lib/icofont/icofont.min.css)
05:40:57	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:32%20GMT	https://coinstarmining.online/temp/lib/icofont/fonts/icofont.woff	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/lib/icofont/fonts/icofont.woff	(from https://coinstarmining.online/temp/lib/icofont/icofont.min.css)
05:40:57	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:32%20GMT	https://coinstarmining.online/temp/img/about-bg.jpg	C:/My%20Web%20Sites/coin/coinstarmining.online/temp/img/about-bg.jpg	(from https://coinstarmining.online/temp/css/frontend_style_blue.css)
05:40:58	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:33%20GMT	https://coinstarmining.online/dist/	C:/My%20Web%20Sites/coin/coinstarmining.online/dist/index.html	(from https://coinstarmining.online/temp/lib/aos/aos.js)
05:40:58	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:33%20GMT	https://coinstarmining.online/cloud/app/images/ahwg.jpg	C:/My%20Web%20Sites/coin/coinstarmining.online/cloud/app/images/ahwg.jpg	(from https://coinstarmining.online/Account/dashboard.php)
05:40:58	13340/13340	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc14-341c%22	https://coinstarmining.online/Account/dash/js/plugin/webfont/webfont.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/webfont/webfont.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:40:59	40802/40802	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc14-9f62%22	https://coinstarmining.online/Account/dash/js/plugin/sweetalert/sweetalert.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/sweetalert/sweetalert.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:40:59	140942/140942	---MCZ	200	added ('OK')	text/css	etag:W/%226156fc13-2268e%22	https://coinstarmining.online/Account/dash/css/bootstrap.min.css	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/css/bootstrap.min.css	(from https://coinstarmining.online/Account/dashboard.php)
05:41:00	67655/67655	---MCZ	200	added ('OK')	text/css	etag:W/%226156fc13-10847%22	https://coinstarmining.online/Account/dash/css/fonts.min.css	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/css/fonts.min.css	(from https://coinstarmining.online/Account/dashboard.php)
05:41:00	284353/284353	---MCZ	200	added ('OK')	text/css	etag:W/%226156fc13-456c1%22	https://coinstarmining.online/Account/dash/css/atlantis.min.css	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/css/atlantis.min.css	(from https://coinstarmining.online/Account/dashboard.php)
05:41:00	5165/5165	---MCZ	200	added ('OK')	text/css	etag:W/%226156fc13-142d%22	https://coinstarmining.online/Account/dash/css/customs.css	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/css/customs.css	(from https://coinstarmining.online/Account/dashboard.php)
05:41:01	3168/3168	---MCZ	200	added ('OK')	text/css	etag:W/%226156fc13-c60%22	https://coinstarmining.online/Account/dash/css/style.css	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/css/style.css	(from https://coinstarmining.online/Account/dashboard.php)
05:41:01	15324/15324	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Oct%202021%2008:13:27%20GMT	https://cdn.datatables.net/v/bs4/dt-1.10.21/af-2.3.5/b-1.6.3/b-flash-1.6.3/b-html5-1.6.3/b-print-1.6.3/r-2.2.5/datatables.min.css	C:/My%20Web%20Sites/coin/cdn.datatables.net/v/bs4/dt-1.10.21/af-2.3.5/b-1.6.3/b-flash-1.6.3/b-html5-1.6.3/b-print-1.6.3/r-2.2.5/datatables.min.css	(from https://coinstarmining.online/Account/dashboard.php)
05:41:02	88145/88145	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/My%20Web%20Sites/coin/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:03	15449/15449	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:37%20GMT	https://coinstarmining.online/Account/dashboard/notification.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/notification.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:03	16779/16779	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:37%20GMT	https://coinstarmining.online/Account/dashboard/changepassword.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/changepassword.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:03	21151/21151	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:38%20GMT	https://coinstarmining.online/Account/dashboard/profile.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/profile.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:04	252/252	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Mar%202022%2012:40:38%20GMT	https://coinstarmining.online/Account/logout	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/logout	(from https://coinstarmining.online/Account/dashboard.php)
05:41:04	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Mar%202022%2012:40:39%20GMT	http://coinstarmining.online/Account/logout/	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/logout/index.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:04	17168/17168	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:39%20GMT	https://coinstarmining.online/Account/dashboard/accountdetails.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/accountdetails.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:05	15233/15233	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:39%20GMT	https://coinstarmining.online/Account/dashboard/support.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/support.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:06	50597/50597	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:40%20GMT	https://coinstarmining.online/Account/dashboard/accounthistory.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/accounthistory.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:06	27713/27713	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:41%20GMT	https://coinstarmining.online/Account/dashboard/deposits.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/deposits.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:06	19404/19404	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:41%20GMT	https://coinstarmining.online/Account/dashboard/withdrawals.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/withdrawals.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:07	31773/31773	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:41%20GMT	https://coinstarmining.online/Account/dashboard/mplans.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/mplans.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:07	17989/17989	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2012:40:42%20GMT	https://coinstarmining.online/Account/dashboard/referuser.php	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dashboard/referuser.html	(from https://coinstarmining.online/Account/dashboard.php)
05:41:08	31748/31748	---M--	200	added ('OK')	text/javascript	etag:%22d1a3bdbd50b94a91d6e1c6844b89eaf6%22	https://s3.tradingview.com/tv.js	C:/My%20Web%20Sites/coin/s3.tradingview.com/tv.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:08	10067/10067	---M--	200	added ('OK')	text/javascript	etag:%228fd664e58edfafa5e9e29e2329576a6a%22	https://s3.tradingview.com/external-embedding/embed-widget-forex-cross-rates.js	C:/My%20Web%20Sites/coin/s3.tradingview.com/external-embedding/embed-widget-forex-cross-rates.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:09	86663/86663	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-15287%22	https://coinstarmining.online/Account/dash/js/core/jquery.3.2.1.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/core/jquery.3.2.1.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:09	19157/19157	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-4ad5%22	https://coinstarmining.online/Account/dash/js/core/popper.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/core/popper.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:11	48950/48950	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-bf36%22	https://coinstarmining.online/Account/dash/js/core/bootstrap.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/core/bootstrap.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:11	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%226156fc13-0%22	https://coinstarmining.online/Account/dash/js/customs.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/customs.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:12	95122/95122	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc14-17392%22	https://coinstarmining.online/Account/dash/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:12	1314/1314	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc14-522%22	https://coinstarmining.online/Account/dash/js/plugin/jquery-ui-touch-punch/jquery.ui.touch-punch.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/jquery-ui-touch-punch/jquery.ui.touch-punch.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:12	12263/12263	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-2fe7%22	https://coinstarmining.online/Account/dash/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:13	43251/43251	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc14-a8f3%22	https://coinstarmining.online/Account/dash/js/plugin/jquery.sparkline/jquery.sparkline.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/jquery.sparkline/jquery.sparkline.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:13	9015/9015	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-2337%22	https://coinstarmining.online/Account/dash/js/plugin/bootstrap-notify/bootstrap-notify.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/plugin/bootstrap-notify/bootstrap-notify.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:14	196774/196774	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2017%20Nov%202021%2020:09:17%20GMT	https://cdn.datatables.net/v/bs4/dt-1.10.21/af-2.3.5/b-1.6.3/b-flash-1.6.3/b-html5-1.6.3/b-print-1.6.3/r-2.2.5/datatables.min.js	C:/My%20Web%20Sites/coin/cdn.datatables.net/v/bs4/dt-1.10.21/af-2.3.5/b-1.6.3/b-flash-1.6.3/b-html5-1.6.3/b-print-1.6.3/r-2.2.5/datatables.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:15	6192/6192	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-1830%22	https://coinstarmining.online/Account/dash/js/atlantis.min.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/atlantis.min.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:15	10056/10056	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226156fc13-2748%22	https://coinstarmining.online/Account/dash/js/atlantis.js	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/js/atlantis.js	(from https://coinstarmining.online/Account/dashboard.php)
05:41:15	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:50%20GMT	https://coinstarmining.online/include/email.php?q=	C:/My%20Web%20Sites/coin/coinstarmining.online/include/email03d2.php	(from https://coinstarmining.online/js/regvalidation.js)
05:41:16	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:50%20GMT	https://coinstarmining.online/include/cpass.php?q=	C:/My%20Web%20Sites/coin/coinstarmining.online/include/cpass03d2.php	(from https://coinstarmining.online/js/regvalidation.js)
05:41:16	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:51%20GMT	https://coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.eot	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:16	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:51%20GMT	https://coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.eot?	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/flaticon/Flaticond41d.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:17	34720/34720	---M--	200	added ('OK')	application/font-woff	etag:%226156fc13-87a0%22	https://coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.woff	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.woff	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:17	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:52%20GMT	https://coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.ttf	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.ttf	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:17	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:52%20GMT	https://coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.svg	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/flaticon/Flaticon.svg	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:18	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:53%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.eot	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:18	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:53%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.eot?	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400d41d.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:18	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:53%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.woff2	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:53%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.woff	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.woff	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:54%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.ttf	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.ttf	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:54%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.svg	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-brands-400.svg	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:20	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:54%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.eot	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:20	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:55%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.eot?	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400d41d.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:20	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:55%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.woff2	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:21	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:55%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.woff	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.woff	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:21	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:56%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.ttf	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:21	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:56%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.svg	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-regular-400.svg	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:21	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:56%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.eot	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:22	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:56%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.eot?	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900d41d.eot	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:22	62472/62472	---M--	200	added ('OK')	application/font-woff2	etag:%226156fc13-f408%22	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.woff2	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:22	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:57%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.woff	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.woff	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:23	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:57%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.ttf	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
05:41:23	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2012:40:58%20GMT	https://coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.svg	C:/My%20Web%20Sites/coin/coinstarmining.online/Account/dash/fonts/fontawesome/fa-solid-900.svg	(from https://coinstarmining.online/Account/dash/css/fonts.min.css)
